-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 01/01/2022 
Location: Latitude  39.092   Longitude -94.6496 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 269.7 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M       MERRA-2 Temperature at 2 Meters (C) 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,T2M,WS10M,WD10M
2021,7,13,23.93,3.1,208.12
2021,7,14,26.34,6.23,201.25
2021,7,15,23.98,3.32,184.94
2021,7,16,24.8,3.13,63.94
2021,7,17,24.51,3.63,88.75
2021,7,18,22.63,3.73,60.62
2021,7,19,23.27,2.81,66.38
2021,7,20,23.94,2.26,76.31
2021,7,21,24.81,1.34,148.81
2021,7,22,25.44,3.27,194.38
2021,7,23,26.55,3.46,202.31
2021,7,24,28.28,3.69,225.69
2021,7,25,26.38,2.59,114.31
2021,7,26,24.54,3.21,98.25
2021,7,27,26.12,1.79,138.44
2021,7,28,28.3,2.3,206.06
2021,7,29,29.42,3.76,239.75
2021,7,30,28.66,1.73,219.5
2021,7,31,25.71,3.7,170.06
2021,8,1,23.21,3.31,141.88
2021,8,2,22.01,2.74,54.5
2021,8,3,21.37,2.65,82.75
2021,8,4,22.44,2.72,128.56
2021,8,5,22.3,5.16,197.12
2021,8,6,25.19,4.48,198.94
2021,8,7,26.85,5.89,185.25
2021,8,8,26.11,5.59,198.88
2021,8,9,28.97,5.14,206.75
2021,8,10,28.66,6.3,200.31
2021,8,11,28.52,6.86,200.94
2021,8,12,27.07,4.41,193.5
2021,8,13,24.6,2.59,147.88
2021,8,14,23.05,2.48,67.56
2021,8,15,22.45,3.18,106.88
2021,8,16,22.98,2.68,120.75
2021,8,17,24.74,2.62,157.62
2021,8,18,25.38,2.81,157.56
2021,8,19,26.23,3.27,138.88
2021,8,20,26.91,4.38,165.0
2021,8,21,24.3,4.13,256.25
2021,8,22,23.78,3.26,117.44
2021,8,23,27.96,4.66,193.62
2021,8,24,28.04,5.82,189.12
2021,8,25,27.84,3.23,166.62
2021,8,26,28.52,2.95,175.38
2021,8,27,28.04,5.05,192.31
2021,8,28,27.64,4.62,189.0
2021,8,29,27.03,2.2,173.0
2021,8,30,26.9,2.09,113.94
2021,8,31,24.65,3.23,185.19
2021,9,1,22.55,4.42,76.31
2021,9,2,23.77,5.17,127.25
2021,9,3,24.79,4.56,196.31
2021,9,4,22.35,3.27,90.88
2021,9,5,21.26,1.81,162.25
2021,9,6,23.15,3.8,216.94
2021,9,7,24.02,5.63,264.06
2021,9,8,20.78,3.76,263.69
2021,9,9,21.44,1.97,162.88
2021,9,10,22.68,4.47,196.81
2021,9,11,23.87,6.27,207.88
2021,9,12,23.44,5.8,203.12
2021,9,13,23.43,6.17,195.69
2021,9,14,23.62,4.03,218.31
2021,9,15,21.74,3.57,91.06
2021,9,16,23.51,4.15,161.38
2021,9,17,24.98,2.77,190.0
2021,9,18,24.9,2.33,93.94
2021,9,19,25.08,3.82,155.06
2021,9,20,23.94,6.7,226.06
2021,9,21,17.43,5.7,347.0
2021,9,22,16.11,3.37,274.38
2021,9,23,17.37,2.45,205.12
2021,9,24,18.2,5.91,256.62
2021,9,25,16.87,2.45,265.5
2021,9,26,21.93,7.34,201.38
2021,9,27,22.96,6.06,213.44
2021,9,28,22.75,3.76,188.06
2021,9,29,21.66,2.98,154.62
2021,9,30,22.59,2.94,155.31
2021,10,1,22.04,2.81,186.12
2021,10,2,21.12,2.55,288.56
2021,10,3,19.4,3.84,317.31
2021,10,4,18.41,2.92,138.94
2021,10,5,18.34,3.2,63.06
2021,10,6,18.83,2.87,60.75
2021,10,7,20.39,1.41,147.19
2021,10,8,22.9,3.84,156.56
2021,10,9,23.94,6.74,191.62
2021,10,10,21.9,5.44,204.5
2021,10,11,14.92,6.39,289.81
2021,10,12,16.85,2.92,188.62
2021,10,13,18.9,6.3,226.25
2021,10,14,15.95,2.8,121.0
2021,10,15,12.02,5.35,210.56
2021,10,16,10.79,4.16,292.94
2021,10,17,12.94,2.94,210.31
2021,10,18,14.45,4.86,194.88
2021,10,19,16.4,6.17,176.0
2021,10,20,15.44,5.69,238.62
2021,10,21,9.94,4.46,258.06
2021,10,22,11.37,1.91,154.12
2021,10,23,13.25,4.49,109.25
2021,10,24,17.21,8.45,225.88
2021,10,25,8.82,3.88,156.56
2021,10,26,11.48,6.13,126.25
2021,10,27,13.55,6.49,122.12
2021,10,28,8.74,8.49,184.12
2021,10,29,9.6,7.8,345.25
2021,10,30,9.47,2.94,290.19
2021,10,31,8.12,5.38,247.69
2021,11,1,3.8,2.25,81.06
2021,11,2,4.52,1.45,136.31
2021,11,3,5.64,1.3,159.19
2021,11,4,5.21,3.22,177.56
2021,11,5,6.91,4.8,189.88
2021,11,6,9.31,4.92,201.88
2021,11,7,11.81,6.84,189.69
2021,11,8,13.45,4.32,203.56
2021,11,9,13.91,2.77,98.5
2021,11,10,15.13,5.85,183.94
2021,11,11,7.75,7.49,283.88
2021,11,12,2.3,7.94,294.56
2021,11,13,1.91,3.91,255.19
2021,11,14,6.23,4.89,261.88
2021,11,15,9.8,4.75,216.31
2021,11,16,13.89,6.23,195.38
2021,11,17,9.5,5.95,251.62
2021,11,18,2.29,4.41,270.38
2021,11,19,3.24,5.28,170.19
2021,11,20,7.39,3.59,165.06
2021,11,21,6.95,4.52,297.56
2021,11,22,2.15,2.54,139.31
2021,11,23,7.03,5.64,177.12
2021,11,24,10.48,6.83,234.44
2021,11,25,-0.54,5.7,324.44
2021,11,26,2.7,5.08,195.5
2021,11,27,7.85,4.6,290.62
2021,11,28,5.01,2.8,276.94
2021,11,29,7.99,5.15,229.38
2021,11,30,6.76,2.6,88.44
2021,12,1,9.18,3.55,263.38
2021,12,2,10.91,3.8,209.94
2021,12,3,10.01,4.49,171.69
2021,12,4,5.86,5.22,67.56
2021,12,5,10.78,6.74,245.12
2021,12,6,-0.58,6.08,249.56
2021,12,7,0.07,4.81,176.38
2021,12,8,2.95,3.41,205.06
2021,12,9,7.86,5.24,197.06
2021,12,10,7.83,7.93,173.0
2021,12,11,1.7,6.84,269.06
2021,12,12,3.34,6.77,200.31
2021,12,13,5.15,4.24,186.44
2021,12,14,10.98,6.22,183.12
2021,12,15,17.84,12.26,210.75
2021,12,16,3.12,4.29,256.06
2021,12,17,3.3,4.94,89.25
2021,12,18,-1.6,5.34,335.88
2021,12,19,-2.82,3.55,175.31
2021,12,20,-0.46,5.04,182.5
2021,12,21,-0.72,3.67,223.56
2021,12,22,1.23,4.41,187.75
2021,12,23,5.0,5.62,210.75
2021,12,24,13.26,6.66,218.38
2021,12,25,7.04,3.08,252.19
2021,12,26,8.58,6.37,137.25
2021,12,27,5.78,4.79,232.19
2021,12,28,5.79,6.84,235.12
2021,12,29,-2.81,4.95,48.81
2021,12,30,0.05,2.54,195.88
2021,12,31,3.78,4.75,199.62
2022,1,1,-7.02,8.86,43.56
